load,hour,profit
b1,1,6216.693624000001
b1,2,5845.547736
b1,3,5567.188320000001
b1,4,5474.401848000001
b1,5,5474.401848000001
b1,6,5567.188320000001
b1,7,6866.198928000002
b1,8,7590.933792000001
b1,9,8052.314892631581
b1,10,8473.600512
b1,11,8437.924224
b1,12,8350.029180000001
b1,13,8350.029180000001
b1,14,8350.029180000001
b1,15,8174.239092000001
b1,16,8174.239092000001
b1,17,8701.609356
b1,18,8789.5044
b1,19,8789.5044
b1,20,8437.924224
b1,21,7998.449004000001
b1,22,7295.288652
b1,23,6443.467056000001
b1,24,5560.800336
b2,1,5205.757491
b2,2,4894.965999
b2,3,4661.872380000001
b2,4,4584.174507000001
b2,5,4584.174507000001
b2,6,4661.872380000001
b2,7,5749.642602
b2,8,6332.904378
b2,9,6717.82176394737
b2,10,7069.288608000002
b2,11,7037.246016000001
b2,12,6963.94137
b2,13,6963.94137
b2,14,6963.94137
b2,15,6817.332078000001
b2,16,6817.332078000001
b2,17,7257.159954
b2,18,7330.4646
b2,19,7330.4646
b2,20,7037.246016000001
b2,21,6670.722785999999
b2,22,6084.285618
b2,23,5375.604879000001
b2,24,4639.220649
b3,1,9004.044240000001
b3,2,8466.48936
b3,3,8063.3232
b3,4,7928.934480000001
b3,5,7928.934480000001
b3,6,8063.3232
b3,7,9944.76528
b3,8,10909.59192
b3,9,11572.68287368421
b3,10,12178.14912
b3,11,12118.68864
b3,12,11992.452299999999
b3,13,11992.452299999999
b3,14,11992.452299999999
b3,15,11739.97962
b3,16,11739.97962
b3,17,12497.397659999999
b3,18,12623.634
b3,19,12623.634
b3,20,12118.68864
b3,21,11487.50694
b3,22,10477.61622
b3,23,9260.46756
b3,24,7991.910360000001
b4,1,3434.2281120000007
b4,2,3229.199568
b4,3,3075.4281600000004
b4,4,3024.171024
b4,5,3024.171024
b4,6,3075.4281600000004
b4,7,3793.028064
b4,8,4141.780296
b4,9,4393.51996385965
b4,10,4623.382656000001
b4,11,4598.937792
b4,12,4551.032189999999
b4,13,4551.032189999999
b4,14,4551.032189999999
b4,15,4455.220986
b4,16,4455.220986
b4,17,4742.654598
b4,18,4790.5602
b4,19,4790.5602
b4,20,4598.937792
b4,21,4359.409782
b4,22,3976.1649660000003
b4,23,3515.6972280000005
b4,24,3034.094868
b5,1,3042.8340779999994
b5,2,2861.1723419999994
b5,3,2724.9260400000003
b5,4,2679.5106060000003
b5,5,2679.5106060000003
b5,6,2724.9260400000003
b5,7,3360.7421160000004
b5,8,3650.1912239999992
b5,9,3872.0518396491225
b5,10,4074.6320639999994
b5,11,4051.178207999999
b5,12,4008.9784349999995
b5,13,4008.9784349999995
b5,14,4008.9784349999995
b5,15,3924.5788889999994
b5,16,3924.5788889999994
b5,17,4177.777526999999
b5,18,4219.977299999999
b5,19,4219.977299999999
b5,20,4051.178207999999
b5,21,3840.179343
b5,22,3502.581159
b5,23,3098.4181320000002
b5,24,2673.9772919999996
b6,1,5353.974288000001
b6,2,5034.334032000001
b6,3,4794.60384
b6,4,4714.693776
b6,5,4714.693776
b6,6,4794.60384
b6,7,5913.344736000001
b6,8,6382.787904000001
b6,9,6770.7372378947375
b6,10,7124.972544000001
b6,11,7080.046848
b6,12,7006.29636
b6,13,7006.29636
b6,14,7006.29636
b6,15,6858.795384000001
b6,16,6858.795384000001
b6,17,7301.298311999999
b6,18,7375.0488000000005
b6,19,7375.0488000000005
b6,20,7080.046848
b6,21,6711.294408000001
b6,22,6121.290504
b6,23,5417.947872000001
b6,24,4675.763232
b7,1,4496.445374999999
b7,2,4228.000875
b7,3,4026.6674999999996
b7,4,3959.5563749999997
b7,5,3959.5563749999997
b7,6,4026.6674999999996
b7,7,4966.223249999999
b7,8,5321.669249999999
b7,9,5645.123212719297
b7,10,5940.467999999999
b7,11,5899.175999999999
b7,12,5837.72625
b7,13,5837.72625
b7,14,5837.72625
b7,15,5714.82675
b7,16,5714.82675
b7,17,6083.525249999999
b7,18,6144.975
b7,19,6144.975
b7,20,5899.175999999999
b7,21,5591.927249999999
b7,22,5100.329249999999
b7,23,4517.230874999999
b7,24,3898.4321250000003
b8,1,5581.094238
b8,2,5247.894582000001
b8,3,4997.99484
b8,4,4914.694926
b8,5,4914.694925999999
b8,6,4997.99484
b8,7,6164.193635999999
b8,8,6548.346503999998
b8,9,6946.358579999999
b8,10,7309.782144
b8,11,7253.294688
b8,12,7177.739535
b8,13,7177.739535
b8,14,7177.739535
b8,15,7026.629229000001
b8,16,7026.629229000001
b8,17,7479.960146999999
b8,18,7555.5153
b8,19,7555.5153
b8,20,7253.294688
b8,21,6875.518923
b8,22,6271.0776989999995
b8,23,5558.480172
b8,24,4797.044532
b9,1,5133.7209
b9,2,4827.230100000001
b9,3,4597.361999999999
b9,4,4520.7393
b9,5,4520.739299999999
b9,6,4597.361999999999
b9,7,5670.0797999999995
b9,8,5959.709699999998
b9,9,6321.944109649122
b9,10,6652.699199999999
b9,11,6594.890399999999
b9,12,6526.193624999999
b9,13,6526.193624999999
b9,14,6526.193624999999
b9,15,6388.800074999999
b9,16,6388.800074999999
b9,17,6800.980724999999
b9,18,6869.677499999999
b9,19,6869.677499999999
b9,20,6594.890399999999
b9,21,6251.406524999999
b9,22,5701.832324999999
b9,23,5058.82335
b9,24,4365.83385
b10,1,5094.683685000002
b10,2,4790.523465000001
b10,3,4562.403300000002
b10,4,4486.3632450000005
b10,5,4486.3632450000005
b10,6,4562.403300000002
b10,7,5626.964070000002
b10,8,5837.620230000001
b10,9,6192.433975000003
b10,10,6516.4132800000025
b10,11,6451.997760000002
b10,12,6384.78945
b10,13,6384.78945
b10,14,6384.78945
b10,15,6250.372830000001
b10,16,6250.372830000001
b10,17,6653.622690000001
b10,18,6720.831
b10,19,6720.831
b10,20,6451.997760000002
b10,21,6115.95621
b10,22,5578.28973
b10,23,4955.189265000001
b10,24,4276.396215000002
b13,1,6073.168769999999
b13,2,5710.59153
b13,3,5438.658599999999
b13,4,5348.01429
b13,5,5348.01429
b13,6,5438.658599999999
b13,7,6707.67894
b13,8,6841.64916
b13,9,7257.488331578947
b13,10,7637.189760000001
b13,11,7549.65072
b13,12,7471.008524999999
b13,13,7471.008524999999
b13,14,7471.008524999999
b13,15,7313.7241349999995
b13,16,7313.7241349999995
b13,17,7785.577304999999
b13,18,7864.219499999999
b13,19,7864.219499999999
b13,20,7549.65072
b13,21,7156.439744999999
b13,22,6527.302185
